audio_path|text
audio_222.wav|ส่วนมากข้อยบ่ค่อยเห็นผู้เฒ่าผู้แก่เพิ่นไปติดต่อดอก เพิ่นกะสิให้แต่ลูกแต่หลานนี่ล่ะ ไปเบิ่งให้
audio_223.wav|ถ้ามีเหตุฉุกเฉินต้องใซ้เงินหลายบาท ข้อยใซ้สิกู้เงินหรือเบิกเงินฉุกเฉินจากธนาคารหรือบัตรเครดิตก่อน
audio_224.wav|บ่ให้ยืม เพราะว่าย้านเขาเอาไปเฮ็ดไปทั่วไปทีป เป็นหยังมามันสิลำบาก
audio_225.wav|แม่นครับ ต้องถามพนักงานครับ เพราะว่าเฮาจนปัญญาที่จะหาข้อมูลนั้นแล้วครับ
audio_226.wav|ข้อยคิดว่าอนาคตอาชีพการตลาดออนไลน์ สิทำเงินได้มากมาย
audio_227.wav|แอปพลิเคชันครับ บ่ซั้นกะเบอร์โทรโดยตรงครับ เพราะว่าซุมื้อนี้ทุกอย่างมันออนไลน์ครับ บ่ต้องเดินทางครับ
audio_228.wav|ข้อยบ่เคยใซ้บัตรในการผ่อนชำระ เพราะว่ายามอยากได้หยังข้อยใซ้สิจ่ายเงินสด
audio_229.wav|คึดว่าน่าจะดีทั้งสองแบบ เพราะว่าที่ดินมูลค่ามันคึดเพิ่มขึ้นเรื่อยเรื่อย ส่วนทองคำถึงแม้มันจะมีการผันผวน แต่ว่าอัตราการแนวโน้มอะ มันคึดขึ้นไปเรื่อยเรื่อยแหม
audio_230.wav|ข้อเสียของการมีเงินหลายกะคือ ย้านคนลัก สิมีความโรคจิต วิตกกังวลว่าคนสิมาลักเงินของเจ้าของ
audio_231.wav|ต้องบริการไว คิวบ่โดน เฮ็ดอิหยังกะฟ้าวนำลูกค้า บริการดี เว้าดี เว้าม่วน
audio_232.wav|ข้อมูลส่วนตัว กะจริงจริงแล้วกะอยากให้ควบคุมอยู่เดะหรือว่าแล้วแต่เขาเขากะเอาข้อมูลส่วนตัวของกะเอาไปนู่นนี่นั่นแล้ว แต่ว่ากะสิถ้าบ่อยากให้ กะบ่บอกเขาดอก
audio_233.wav|ข้อยคิดว่าดอกเบี้ยมีผลต่อการตัดสินใจ เพราะว่าแฮ่งดอกเบี้ยแพง เฮาแฮ่งบ่กล้ากู้
audio_234.wav|กะดีอยู่กะมีฝากเงิน ถอนเงิน เฮ็ด ATM เปิดบัญชี กะทั่วไปของเรื่องธนาคารนี่ล่ะ มันสิจั่งใดซั้นนะ
audio_235.wav|ผีปอบกะคือผีที่ว่ากินตับกินไตคนเนาะ เป็นตาย้าน เพราะว่าคันโดนกินกะตายอย่างเดียว  เทิงต่อติดต่อกันทางน้ำลายกะได้
audio_236.wav|ข้อยซังซังเด้อ คนไปล่าสัตว์ป่านี่ บ่เหลือโตนเลย บ่เหลือโตนสัตว์เลย คนพวกนี้
audio_237.wav|ข้อยเคยปิด ที่ข้อยปิดเพราะว่าข้อยบ่ได้ใซ้
audio_238.wav|ข้อยคิดว่าคนไทยเฮาบ่ควรจ่ายภาษี เพราะว่ามันบ่จำเป็น
audio_239.wav|กะทักทายเพิ่นว่าเป็นจั่งใด เจ็บคักอยู่บ่ เดี๋ยวมันกะเซาเด้อ เดี๋ยวมีคนอยู่เป็นหมู่อยู่ มีไทบ้านไทกะเพิ่นท่าอยู่นำบ้าน
audio_240.wav|คิดว่ามีความจำเป็น บ่ว่าจะเป็นเด็กมหาลัยหรือคนทำงาน การมีเงินสำรองฉุกเฉินเป็นเรื่องที่ดี เพราะว่าเฮาบ่รู้ว่าอะนา อนาคตของเฮาน่ะ มันสิเป็นจั่งใด
audio_241.wav|ข้อยเล่น Twitter X นั่นล่ะ กับ Instagram กะคือเอาไว้ถ้าอัปเดต Instagram คุยนำหมู่ X กะเอาไว้ท่าอัปเดตโซเชียล บ้านเมือง ข่าวสาร
audio_242.wav|อยากให้การลงทุนเฮ็ดให้ชีวิตสะดวกสบาย ใซ้ชีวิตเรียบง่าย
audio_243.wav|เป็นหนี้เพิ่ม เพราะคนจะใซ้เงินเปลือง
audio_244.wav|มีผลกระทบหลายอยู่เดะเพราะว่าค่าครองชีพเฮาสูง เงินที่เฮาออมจะต้องออมน่ะ มันเฮาสิน้อยลง แล้วมันเฮาต้องเฮาเวลาเยอะในการออมขึ้นหลายหลายขึ้นอีก
audio_245.wav|มันสะดวกสบายตั่ว มันอยู่ใกล้ใกล้มันมีหลาย มันสามารถเลือกไปหลายสาขาได้ เพื่อที่จะแบบว่ากระจายคนบ่ต้องต่อคิวโดน
audio_246.wav|ความเสถียรของแอป เพราะธนาคารมันล่มบ่อย
audio_247.wav|เพราะว่าข้อยบ่ค่อยใซ้ถุงพลาสติก ข้อยใซ้แต่ถุงผ้า
audio_248.wav|มันเฮ็ดให้เฮาทันบ้านเมือง มันบ่แม่นแต่บ้านเฮาเดะที่ทัน มันทันฮอดต่างประเทศ ทันไปสั่วซุมุมโลกเอาโลด
audio_249.wav|บ่ค่อยมีผลกระทบหยังดอก บ้านข้อยมันบ่ได้เฮ็ดเกษตรกรรมเนาะ มันกะเลยบ่ค่อยมีผลปานใด
audio_250.wav|ครอบครัวข้อยสิเฮ็ดแนวกินกินเอง แล้วส่วนใหญ่ที่เฮ็ดแนวกินน่ะ กะสิเป็นข้อยกับยายที่เฮ็ด
audio_251.wav|น่าจะเป็นการที่โอนง่าย มีแพลตฟอร์มที่เข้าใจได้ง่าย เรียนรู้ได้ง่าย บ่ยุ่งยาก
audio_252.wav|ข้อยว่ามันแล้วแต่ว่าวัตถุประสงค์คืออิหยัง ถ้าอยากได้เงินเร็วอยากได้ตอนนี้กะเฮ็ดตอนนี้ แต่ว่าถ้าอยากลงทุนเพื่อเกษียณกะค่อยค่อยสะสมไปเรื่อยเรื่อย แล้วแต่จุดมากกว่า
audio_253.wav|ผลกระทบต่อร่างกายข้อยนี่ล่ะ ข้อยมันปรับบ่ทัน ฝนแหน่ ลมแหน่ ฮ้อนแหน่ ฮ้อนเป็นไข้แล้ว ท้อสุดสุด
audio_254.wav|ถ้าคนที่เขามีความรู้ มีความคิด มีการวางแผนที่ดีอะ มันเป็นโอกาส แต่ถ้าบ่แม่นอะ กะคือบ่ใช่ มีแต่การสร้างหนี้
audio_255.wav|คึดว่ามันเป็นหน้าที่นะ ถ้าคึดได้จ่ายภาษี
audio_256.wav|กะง่ายอยู่ บ่ต้องถือเงินสด ย้านขโมย ย้านเหี่ยอีก
audio_257.wav|การจ่ายภาษีเฮ็ดให้เฮามีส่วนร่วมในการพัฒนาประเทศแน่นอน เพราะว่าจั่งใดเฮาก็คือให้เงินสนับสนุนรัฐบาลไปแล้ว ผ่านการหักภาษีเนาะ
audio_258.wav|ดีขึ้นอยู่ เพราะว่ามันกะเห็นชัดเจนกะเลขเลยเนาะ ว่าใซ้จักบาท จักบาท มันละแม่นยำเดะ
audio_259.wav|ต้องมีความปลอดภัย ย้านเงินเหี่ย
audio_260.wav|เป็นปัญหาที่สำคัญ เพราะว่าคนอีสานส่วนมากบ่มีเงิน แล้วไปกู้ ไปกู้เงินกะไปกู้เงินนอกระบบ แล้วเงินดอกระบบอะ มันดอกเบี้ยสูง พอสิจ่ายกะจ่ายบ่ได้อีก เงินต้นเงินดอกกะบ่ลด
audio_261.wav|มันสะดวกกว่าตรงที่บ่ต้องเดินทางไป แต่ข้อยว่ามันบ่ดีปานใด เพราะว่าเวลาเฮามีคำถามอิหยังจั่งซี้เฮาสิถามไผบ่ได้ ไปธนาคารดีกว่าข้อยว่า
audio_262.wav|ดอกเบี้ยเงินกู้มีผลต่อการวางแผนการเงินในชีวิตประจำวันแน่นอน เพราะว่าซุมื้อนี้ไปกู้หยังมานี่ คันดอกเบี้ยหลายกะสิท้อใจแล้วว่า กะจั่ง กะหนี้จั่งใด มันจั่งสิเบิด มันคือดอกแพง ดอกหลายแท้
audio_263.wav|มีความเสี่ยงสูงเลยแหละ เพราะว่าเฮาบ่เฮาว่าคนที่เฮาไปค้ำให้น่ะเขามีความน่าเชื่อถือปานใด ถ้าเป็นครอบเป็นครัวเฮาพอว่า แต่ครอบครัวเฮาเฮาถือกันบ่ได้เดะ
audio_264.wav|รู้สึกว่าน่าสนใจ แล้วกะน่าตื่นเต้น แต่ว่าถ้าหุ้นมันลงอะ ก็รู้สึกว่าแบบ  เสียใจ
audio_265.wav|เท่าที่สังเกต รู้สึกว่าธนาคารไทยพาณิชย์น่ะ คนอีสานบ่ค่อยใซ้ เพราะว่าอาจจะบริการบ่ค่อยตรงกับความต้องการของคนอีสานปานใด
audio_266.wav|กะหลายอย่างอยู่ เช่นสภาพเศรษฐกิจตอนนี้ มันค่อนข้างแย่ มันบ่ได้แย่แต่ประเทศกะเดะ มันแย่ทั่วโลก
audio_267.wav|คิดว่าค่าธรรมเนียมแพง เพราะว่ากดแต่ละเทื่อกะบ่ได้ว่ากดเงินออกมาเยอะ แฮ่งมีค่าธรรมเนียมกะแฮ่งเหมือนว่ากดออกมาเยอะ แล้วกะบ่ได้กดโดนโดนเทื่อ กดบ่อยบ่อยมันกะเลยเสียค่าธรรมเนียมเยอะ
audio_268.wav|ข้อยคิดว่าฝากไว้ในธนาคารสิดีกว่าจักหน่อยอยู่ เพราะว่า อั่น เงินติดโต เงินสดจั่งซี้ มันสามารถหายได้ โตลักได้นั่นนะ ฝากธนาคารโตยังมีได้ดอกเบี้ยนำอยู่
audio_269.wav|เลือกภูเขา เพราะไปปีนเขาสนุกกว่า
audio_270.wav|เคยจ่ายบิลค่าเทอมสมัยเรียนมหาลัยผ่านแอปธนาคารอยู่
audio_271.wav|ข้อยบ่ค่อยเซื่อ ต้องศึกษาเอง ศึกษาจากผู้รู้นำ
audio_272.wav|สำคัญอยู่ถ้าบ่รู้ดอกเบี้ยเลย กะอาจจะโดนเอาเปรียบได้
audio_273.wav|เคยซื้ออยู่เดะ แล้วกะจ่ายผ่านโทรศัพท์นี่ล่ะ mobile banking น่ะ
audio_274.wav|คิดว่าเศรษฐกิจมีผลกระทบมากมาก เพราะว่ามันเฮ็ดให้รายได้เฮาน้อยลง เหมือนรายได้เฮาน้อยลงเงินส่วนตัวเฮาเฮาจะน้อยลง
audio_275.wav|เฮ็ด มีผลมาก เพราะว่าโตอักษรมันบ่มีเสียง บางเทื่อโตพิมพ์ไป คนได้รับอาจจะเข้าใจตีความความหมายของคำเว้าโตเปลี่ยน
audio_276.wav|คิดว่าการเฮ็ดรายรับรายจ่ายจำเป็น เพราะว่ามันเป็นการบอกว่าเฮามีรายรับเท่าใด รายจ่ายเท่าใด มียอดคงเหลือเท่าใดล่ะ แต่ละมื้อเฮาเฮาจ่ายอิหยัง เท่าใดบ้าง
audio_277.wav|มันกะสิเฮ็ดให้ทะเลาะกันง่าย จั่งซี้แบบความสัมพันธ์ในครอบครัวกะสิแตกแยก
audio_278.wav|ถอนมาประมาณสามสี่ร้อยพอติดกระเป๋า เผื่อฉุกเฉินจั่งซี้แหม จ่ายค่ารถค่ารา
audio_279.wav|คนรุ่นใหม่มักพิมพ์มากกว่ามักโทร แฮ่งต้องโทรแล้วไปเจอ call center ต้องรอสายนี่ บ่มัก อยากสิพิมพ์ให้รู้เลยว่าฉันเจอปัญหาอิหยัง
audio_280.wav|มั่นใจโลดแหล้ว เขาเป็นพนักงานเขากะสิเทรนมาแล้วตั่ว
audio_281.wav|มักไปเที่ยวนำหมู่นำพวกแหล้ว ขนกันไปหลายหลาย ไปเที่ยวนำกัน ม่วนคักขนาด
audio_282.wav|กะกิจกรรมการกินนี่แหละ อีสานกะขึ้นกะเรื่องอาหารแซ่บที่สุดในภาค
audio_283.wav|ข้อยมักไปเที่ยวทะเล นั่งเบิ่งหาดทรายสีขาว คลื่นตีไปมา ย่างกุ้งกับกินน้ำบักพร้าวไป
audio_284.wav|มักหน้าหนาวที่สุด ญ้อนว่ามันอากาศดี เฮ็ดให้บ่หงุดหงิดง่าย
audio_285.wav|ข้อยมองว่าอาจจะให้ลูกค้าติดต่อทำธุรกรรมผ่านแอปหลายกว่าแล้วกะง่ายขึ้นนำ
audio_286.wav|ข้อยอยากให้รัฐบาลเพิ่นเอาเงินไปใซ้กับการศึกษาหลายที่สุดเลย เพราะการศึกษาเฮ็ดให้คนมีความรู้ มีงานทำ มีชีวิตดีขึ้น แล้วสังคมใซ้เจริญไปนำ
audio_287.wav|เคยคึดอยากลองอยู่แต่ว่าก็ยังบ่ได้ศึกษาว่ามันเป็นจั่งใด มาจั่งใด เฮ็ดจั่งใด
audio_288.wav|กะกลับมาเบิ่งเงินคำนวณเงินแล้วกะจัดแจงให้เป็นระบบ สิบ่ได้กะเงินฟุ่มเฟือย
audio_289.wav|กะอยากให้ มีเจ้าหน้าที่ที่มันเพียงพอ เพราะไปธนาคารมันคิวยาว ท่าโดนหลายเติบ
audio_290.wav|ข้อยกะสิแนะนำธนาคารกสิกรไทย เพราะว่าข้อยกะอยู่เป็นประจำ กะสิบอกว่ากะง่าย สะดวก ปลอดภัย
audio_291.wav|บ่เคยจ้า เพราะว่าส่ำที่มีกะกะงานโอเคแล้ว
audio_292.wav|สำบายใจขึ้น เพราะว่ามันคุ้นเคยเนาะ แล้วมันกะเข้าใจแหมภาษาอีสาน
audio_293.wav| เรื่องนี้กะแล้วแต่คน คันคนขี้ถี่แหน่กะสิวางเหตุผลหรือว่ามีแบบในการวางแผนดีน่ะ
audio_294.wav|ข้อยมักเบิ่งมัธยมซอมบี เป็นซีรีส์ที่ม่วนการเดินเรื่องกะสนุกสนาน ไปเรื่อยเรื่อย บ่ได้เป็นตาเบื่อเท่าใด
audio_295.wav|มีความสำคัญหลาย เพราะว่าเฮาต้องศึกษาหาข้อมูลให้แน่ใจซะก่อน ให้เฮามีความเฮาซะก่อน เฮาจั่งเริ่มลงทุน
audio_296.wav|หนึ่ง เฮ็ดให้เงินที่มีอยู่เบิดเร็ว สอง เฮ็ดให้เฮาบ่เฮาจักการอดออม และสาม ยามเงินเบิดนำไปสู่การกู้ยืมเงินคนให้เกิดหนี้สิน
audio_297.wav|เหมาะกับซุมนักธุรกิจหรือว่ามีงานประจำที่ตายโต เพราะว่ารายจ่ายอะ มันพอดีกับรายรับ มีบัตรไว้อะ เพื่อความสะดวกสบายในการทำงาน
audio_298.wav|กะมีอยู่แล้วล่ะ เพราะภาษีมันกะต้อง จ่ายตาม  จำนวนเงินที่ได้รับต่อเดือนเนาะ แบบว่าเอามาคำนวณเป็นปี สิได้จ่ายเท่าใดจั่งซี้
audio_299.wav|มีบัญชีธนาคารอยู่สามบัญชี บัญชีหนึ่งไว้ออมเงิน อีกบัญชีหนึ่งไว้ใซ้ปกติ อีกบัญชีหนึ่งเป็นเงิน กยศ.
audio_300.wav|เหมาะกับปัญหาที่แบบว่าต้องแนบหลักฐานหลายหลายน่ะ ซุมรูปภาพซุมอิหยังแหมจั่งซี้นะ มันแนบไฟล์ได้เลยไง สะดวก
audio_301.wav|ส่วนมากจะลงทุน เพื่อให้ได้เงินเร็วเร็ว เพราะว่าแฮ่งได้เงินเร็ว แฮ่งเอาไปใซ้จ่ายได้เร็ว
audio_302.wav|แม่น คิดว่าการลงทุนนี่เป็นส่วนสำคัญของชีวิตเฮา ที่เฮ็ดให้เฮาอะ มีอิสระภาพทางการเงินได้ เฮ็ดให้เฮาบ่ต้องพึ่งพารายได้จากงานประจำเพียงอย่างเดียว
audio_303.wav|ข้อยกะมีหน้าที่กะเฮ็ดงานบ้าน กะล้างจาน กวาดบ้าน แล้วกะซักผ้า
audio_304.wav|ได้หลายขึ้นอยู่ ห่าลางอันบ่ทันได้มีเงินพอซื้อ แต่ว่ากะเอาบัตรไปกะซื้อมาจนได้
audio_305.wav|กะบ่รู้หรอกว่าคนอีสานมักกู้หลายกว่าภาคอื่นบ่ แต่ว่าคนอีสานมันหลายกว่าคนภาคอื่นไง มันกะเลยอาจจะเหมือนว่าคนอีสานมักกู้เงินหลายกว่าภาคอื่น
audio_306.wav|เขาอยากได้เงินก้อนไปบริหารจัดการ
audio_307.wav|ข้อยเลือกไปย่างในห้าง เบิ่งของ เพราะข้อยมักช็อปปิง
audio_308.wav|คันเบิ่งข่าวกะบ่เกินชั่วโมงหนึ่งดอก ญ้อนว่าข้อยเปิด TV คันเบิ่งข่าวอะ
audio_309.wav|ถ้าเป็นบัตรแบบบัตรแข็งแข็งนี่น่าจะบ่มีแล้ว มันอาจจะไปอยู่ในแอปในหยัง แต่ว่าลักษณะการใซ้เงินที่เป็นแบบใซ้เครดิตแบบนี้ ยังจำเป็นอยู่ เพราะว่าบางเที่ยคนใซ้ใซ้ต้องการที่จะผ่อนจะหยัง
audio_310.wav|ใซ้ของกรุงไทย เพราะว่าเงินเดือนมันเข้าบัญชีนี้
audio_311.wav|ข้อยสิโทรไปบอกพ่อแม่ทันทีว่าข้อยเกิดอุบัติเหตุ แต่บ่เป็นหยังแล้ว แล้วก็ขอโทษหลายหลาย ตอนนี้ปลอดภัยแล้ว
audio_312.wav|อาจจะเป็นผู้เชี่ยวชาญครับ เพราะว่าเขากะมีความรู้หลาย บางเทื่อคันกะกะคนใกล้กะ บางเทื่ออาจะสิกะหรือว่าอาจสิผิดกะได้ครับ
audio_313.wav|คาดหวังว่าสิได้รับการบริการที่ดีและการตอบปัญหาที่ชัดเจน
audio_314.wav|กะอยากให้เอาไปพัฒนาโครงสร้างของชีวิตพื้นฐานของคนในประเทศให้มันดีขึ้นครับ บ่ว่าทางใดทางหนึ่งกะอยากให้ลองเฮ็ดเบิ่งจักเทื่อแหน่
audio_315.wav|ขาดวินัยในการเก็บเงิน แล้วกะบ่มีเงินเก็บไว้สำรองในยามฉุกเฉินนำ
audio_316.wav|สำคัญหลาย เพราะก่อนสิลงทุนนี่ ต้องมีคนแนะนำว่าการลงทุนเป็นจั่งใด เพื่อที่เฮาสิได้บ่ต้องผิดพลาด
audio_317.wav|คันแบ่งเงินเป็นสัดเป็นส่วนแล้ว ผมว่าบ่น่าจะมีปัญหาอิหยังครับ เพราะว่าคันเฮาแบ่งเงินว่าส่วนใดสิไปลงทุน ส่วนใดสิไปจ่ายภาษีจั่งซี้ มันเฮาบ่น่าจะเกี่ยวอิหยังกันครับ
audio_318.wav|ข้อยมักไปเที่ยวภูเขามากกว่า เพราะว่าภูเขาคันมีโอกาสกะสิได้เห็นทะเลหมอกอากาศที่หนาวเย็น ได้เห็นวิวสีเขียวเขียวที่สวย ข้อยมักภูเขามากกว่าทะเล
audio_319.wav|คันกำหนดเองได้กะน่าจะเอาดอกเบี้ยที่บ่สูงมากครับ พอสมเหตุสมผล เพราะว่ามันกะสิบ่ได้หนักผู้กู้ แล้วกะกะยังมีผลตอบแทนปล่อยให้ผู้กู้ครับ
audio_320.wav|กะมักสิไปร้านอาหารอยู่แถวแถวใกล้ใกล้ล่ะครับ อาจสิบ่ใกล้หลายหรอก ก็ต่างอำเภอ ต่างจังหวัดจั่งซี้ใกล้ใกล้ เพราะว่าไปไสไกลบ่ได้
audio_321.wav|อีกเมนูหนึ่งที่ผมมักกะคือหมกไข่ปลาครับ กะอยากนำไปโชว์ เพราะว่ามันกะหากินง่าย แล้วกะมีความเป็นอีสานค่อนข้างสูงแบบ รสชาติจัดจ้าน มีเครื่องจั่งซั้นจั่งซี้ครับ
audio_322.wav|มาจากจังหวัดขอนแก่นครับ หม้องเที่ยวกะสิมีหลายหม้องอยู่ครับ คันมักไดโนเสาร์กะไปภูเวียง แต่ว่าคันมักแบบธรรมชาติกะไปภูผาม่าน
audio_323.wav|มีวินัยกะดี ถึงสิมีความรู้ในการเงินหลาย แต่ถ้าบ่มีวินัยสิออมเงินจั่งใด
audio_324.wav|มีเงินหลายกะเครียดว่าสิเอาไปเฮ็ดหยังครับ บ่กะว่าสิเอาไปเฮ็ดหยังคนกะมายืม 
audio_325.wav|สำหรับผมคิดว่าดีกว่าครับ เพราะว่าการลงทุนในสหกรณ์มันเข้าใจง่าย สำหรับชาวบ้านทั่วไปครับ คันเป็นการลงทุนในตลาดหุ้นอาจจะเป็นเรื่องที่เข้าใจยากสำหรับชาวบ้านจักหน่อยครับ
audio_326.wav|กะมักจักหน่อยอยู่ครับ เพราะว่าแบบด้วยความที่อาหารอีสานมันมีแต่รสเผ็ดเป็นหลักแม่นบ่ครับส่วนมาก กะเลยติดมาตั้งแต่น้อยครับ กะเลยมัก
audio_327.wav|บริษัทเมืองไทยประกันชีวิต เพราะว่าเขาเข้าถึงง่ายแล้วกะติดต่อง่าย
audio_328.wav|กะย้านอยู่ เพราะว่าสมัยนี้มันตาย้าน กลยุทธ์หลายแหม มิจฉาชีพน่ะ
audio_329.wav|กะพออยู่ ขับรถไปคราวหนึ่งกะฮอดแล้ว แล้วมันกะมีเป็นธนาคารที่กะกะเลยกะสึกว่าบ่ได้ขาดอิหยังไป
audio_330.wav|อาจจะ ธ.ก.ส. เพราะว่าคนส่วนใหญ่เป็นเกษตร มันเป็นธนาคารเพื่อการเกษตร
audio_331.wav|คิดว่าเป็นเรื่องที่สมเหตุสมผลครับ เพราะว่าเฮาเฮาควรเสียภาษีตามรายได้ที่เฮาได้รับครับ คันมีเงินหลายเฮาจำเป็นต้องเสียหลายครับ
audio_332.wav|จำเป็น ผู้เฒ่าผู้แก่เพิ่นกะต้องมีบัตรเดบิตอันนี้ล่ะ เอาไว้กดตัง
audio_333.wav|กะควรนำไปพัฒนาในส่วนที่มันขาดครับผม เช่น โรงบาลอิหยังจั่งซี้ แบบคันเครื่องมื่อบ่พอกะเอาไปเพิ่มหรือว่าถนนทางลูกรังกะเอาไปซ่อมให้มันเป็นทางดีขึ้นกว่าเก่าครับ
audio_334.wav|คิดว่าสิ่งที่สำคัญที่สุดกะคือเข้าใจเขา แล้วกะพยายามบริการเขาให้ดีที่สุด
audio_335.wav|ข้อยบ่มั่นใจเดะแต่ว่าถ้าให้คิดกะคิดว่า คือสิมีประกันสุขภาพให้ สิมีการดูแลยามเขาไปเคาน์เตอร์
audio_336.wav|กสิกรกับ SCB เพราะว่ากสิกรสแกน QR code ได้แม่น เร็ว ทันใจ จากประสบการณ์ข้อยเอง
audio_337.wav|สำคัญพอสมควร เพราะมันเป็นเครื่องหมายของการยืนยันตัวตน ว่าแม่นเฮาอีหลีบ่ ก่อนสิเข้าถึงข้อมูล
audio_338.wav|จำได้น่าสิเป็นเรื่อง Wolverine ครับผม เอ่อ ม่วนอยู่ เพราะว่าเป็นโตละครที่มักเนาะครับแล้วโตคุ้นเคยมาจากเด็กน้อย
audio_339.wav|กะบ่ได้กะอุปกรณ์อิหยังหลายครับ เพราะว่างานอดิเรกผมคือการไปแล่นอยู่แปลงเกษตรครับ กะสิแบบว่ามีอารมณ์แล่นกะเล่นเลยจั่งซี้ บ่ต้องกะอุปกรณ์ครับ
audio_340.wav|กะคิดว่าเป็นง่ายอยู่ เพราะว่ามีบัตรใบเดียวกะซื้ออิหยังได้เนาะ เขาเจ้ากะสิซื้อซื้อซื้อจั่งซี้นะ
audio_341.wav|มีความเสี่ยงหลาย เป็นสิ่งที่ข้อยบ่อยากเฮ็ดที่สุดกะคือค้ำประกัน เพราะว่าเขาสิจ่ายบ่จ่ายกะบ่กะ ถึงแม้เป็นคนกะจัก กะไว้ใจบ่ได้
audio_342.wav|มีกะดีอยู่ เขาจั่งสิบ่ได้ต้องลำบากโพด
audio_343.wav|ข้อยคึดว่าธนาคารดีกว่า บ่คึดว่าทุนนอกระบบคืออิหยัง แต่ว่าคือสิบ่ดีดอก คำว่านอกระบบนี่
audio_344.wav|ใซ้แอปพลิเคชันตรวจสอบ การใซ้จ่ายแต่ละมื้อ
audio_345.wav|ย้านแต่เงินเหี่ย ในบัญชีน่ะแหละ
audio_346.wav|ในอนาคตอยากซื้อบ้านมากกว่าคอนโดเดะ เพราะว่าบ้านมันมีพื้นที่ใซ้ในชีวิตประจำวันหลายมากกว่าคอนโดที่สิอยู่ในห้องซื่อซื่อ
audio_347.wav|บ่ต้องมีนะ เฮาเฮาว่า ธนาคารเฮาน่าสิจัดการปัญหาตรงนี้ได้ บ่ต้องมีหน่วยงานกลางเข้ามาดอก
audio_348.wav|มักเบิ่ง YouTube ซ่องท่องเที่ยวครับ เพราะว่าถึงซ่องสิบ่ได้ไปอีหลีแต่ว่าอย่างน้อยซ่องซ่องได้รู้ว่าวัฒนธรรม อาหารการกิน ของคนอยู่นั่นเป็นจั่งใดแหน่ครับ เปิดโลกครับ
audio_349.wav|กะเห็นคนอื่นมันโอน มันกะไว กะได้ ได้เงินเข้าเลย มันบ่ต้องไปธนาคาร กะดี
audio_350.wav|กะกะเกือบตลอดทั้งวันครับ เพราะว่าแบบยามกะติดต่อนำหมู่ ติดต่อเรื่องงานอิหยังจั่งซี้ กะกะต้องกะ social media เป็นหลักครับ
audio_351.wav|เป็นวิชาที่ควรสอนในโรงเรียนอยู่ เพราะว่าวัยเด็กในโรงเรียนนี่ เป็นการเหมาะสมที่สิปลูกฝังรากฐานในทางการเงินที่ดี รวมถึงการให้ฮู้จักคุณค่าของเงิน การออมเงิน
audio_352.wav|คุ้มค่าอยู่ถ้าคนไปเพื่อศึกษาเรียนรู้อีหลีหรือไปเพื่อเฮ็ดงาน แต่ถ้าไปเล่นไปหัวบ่ต้องบ่ต้องกู้ดีกว่า
audio_353.wav|บางเทื่อพอมันบ่เห็นเอกสารมันกะแก้ไขปัญหาบ่ตรงจุด
audio_354.wav|มีหลายช่องทาง การเฮ็ดงาน การเป็นสตาฟ การเฮ็ดจ็อบแต่ละจ็อบ รับจ้างกะได้
audio_355.wav|สะดวกในมื้อที่ลืมกระเป๋าตัง หรือว่า  บ่มีเงินสด เพราะว่าพกโทรศัพท์ออกไปข้างนอกแน่แน่ มีเน็ตกะจ่ายเงินได้
audio_356.wav|ภาษีนี่มันน่าสิเป็นการปล้นกันหลายกว่าเดะครับ มันบ่น่าเป็นขนมดอก
audio_357.wav|บ่แหล้ว ทันได้ คึดสิลงทุนลงหยังเนาะ บ่ บ่ทันได้ ปานนั้นเนาะ
audio_358.wav|ตอนนี้บ่ค่อยได้ฝันหยังดอกครับผม เอาแต่ว่าเจ้าของให้อยู่รอด เลี้ยงครอบครัวไปแต่ละมื้อ บ่ทะเลาะกัน บ่ฮ้ายให้กันฮ้ายเอาล่ะ
audio_359.wav|กะบ่แพงเดะล่ะ เพราะว่าจ่ายเป็นรายปี มันกะบ่ได้แพง
audio_360.wav|กะติ กะจ่ายเงินได้เลย โอนได้เลย ในโทรศัพท์เนาะ
audio_361.wav|กะกะได้แหน่ บ่ได้แหน่ครับ เพราะว่าบางทีเขากะเอาข่าว เอาอิหยังมาลงมั่วมั่วกะกะต้องหาข้อมูลให้มันดีดีว่าอันที่เขาลงน่ะ มันแม่นความจริงหรือบ่ครับ
audio_362.wav|บ่ ทันได้เปรียบ ทันได้มีเห็นผลได้เปรียบ
audio_363.wav|กะ กะมี กะ กะกะเงินซุมื้อแหล้วกะได้โอนแอปมันกะซุมื้อเดะล่ะ
audio_364.wav|เบิดเงินค่าข้าวประมาณมื้อมื้อหนึ่งนี่ ประมาณร้อยถึงสองร้อย คิดว่าบ่เบิดหลายปานใด เพราะว่าบางมื้อข้อยบ่หิว ข้อยกะบ่กิน
audio_365.wav|ข้อยมักเบิ่งหนังในโรงหนัง เพราะว่าทั้งบรรยากาศ ทั้งความมืด แล้วกะคนที่จดจ่ออยู่กับสิ่งที่อยู่ตรงหน้า มันเฮ็ดให้การเบิ่งหนังกะแป๊บเดียวมันกะจบซะแล้ว
audio_366.wav|มีผลอยู่ ดอกเบี้ยหลายเฮาเฮาต้องการเอาเงินไปฝากไว้ธนาคารหลายหลายขึ้นตามลำดับนั่นล่ะ
audio_367.wav|ห้าร้อยนี่แหล้ว กะเอาไปกะซื้อกะกินนั่นล่ะ
